State or Region,Institution Sector,sector_sort,Fall_2003_Active,Fall_2003_IPEDS_Universe,Fall_2004_Active,Fall_2004_IPEDS_Universe,Fall_2005_Active,Fall_2005_IPEDS_Universe,Fall_2006_Active,Fall_2006_IPEDS_Universe,Fall_2007_Active,Fall_2007_IPEDS_Universe,Fall_2008_Active,Fall_2008_IPEDS_Universe,Fall_2009_Active,Fall_2009_IPEDS_Universe,Fall_2010_Active,Fall_2010_IPEDS_Universe,Fall_2011_Active,Fall_2011_IPEDS_Universe,Fall_2012_Active,Fall_2012_IPEDS_Universe,Fall_2013_Active,Fall_2013_IPEDS_Universe,Fall_2014_Active,Fall_2014_IPEDS_Universe,Fall_2015_Active,Fall_2015_IPEDS_Universe,Fall_2016_Active,Fall_2016_IPEDS_Universe,Fall_2017_Active,Fall_2017_IPEDS_Universe,Fall_2018_Active,Fall_2018_IPEDS_Universe,Fall_2019_Active,Fall_2019_IPEDS_Universe,Fall_2020_Active*,Fall_2020_IPEDS_Universe*,(* estimated)
Alabama,"All Private, not-for-profit Institutions",5,"20,059","23,091","20,101","23,181","20,263","23,076","20,033","22,588","20,918","22,527","22,267","27,357","22,909","24,736","22,773","25,136","23,311","26,437","23,131","26,109","22,461","25,146","22,807","26,032","23,195","25,967","22,543","24,956","23,763","25,598","24,278","25,690","23,850","24,961","23,850","24,961",
Alabama,"All Private, for-profit Institutions",6,0,"4,954",0,"4,993",0,"4,493",0,"4,419",0,"7,081","11,091","41,436","14,722","30,433","19,140","39,432","15,365","35,914","15,432","39,036","17,781","41,329","37,768","40,873","33,501","36,122","33,294","35,260","35,098","36,209","21,104","21,600","20,034","20,878","20,034","20,878",
Alabama,"Public, 4-year",7,"138,158","143,815","142,087","148,293","149,752","149,752","153,857","153,857","158,583","158,583","161,531","161,531","166,421","166,421","169,269","169,269","167,349","167,349","164,770","164,770","163,660","163,660","164,447","164,447","165,986","165,986","170,003","170,003","173,335","173,335","174,857","174,857","174,881","174,881","174,881","174,881",
Alabama,"Private, not-for-profit, 4-year",8,"20,059","22,918","20,101","22,987","20,263","22,820","20,033","22,588","20,918","22,527","22,267","27,357","22,909","24,736","22,773","25,136","23,311","25,814","23,131","25,591","22,461","24,674","22,807","25,514","23,195","25,531","22,543","24,570","23,763","25,598","24,278","25,690","23,850","24,961","23,850","24,961",
Alabama,"Private, for-profit, 4-year",9,0,"4,717",0,"4,544",0,"4,039",0,"4,096",0,"6,083","6,861","36,615","9,890","24,852","11,530","30,267","7,559","26,054","7,347","28,883","7,378","29,199","28,760","30,282","26,407","27,607","24,182","24,979","23,805","24,258","21,104","21,494","20,034","20,341","20,034","20,341",
Alabama,"Public, 2-year",10,"34,130","81,532","32,779","78,696","39,632","78,401","56,057","76,811","57,634","79,049","69,432","83,509","78,086","93,856","82,711","97,814","84,494","93,174","81,554","86,275","82,362","84,624","81,993","82,542","80,894","81,465","78,673","81,035","80,287","80,736","79,787","80,230","79,437","79,922","79,437","79,922",
Alabama,"Private, not-for-profit, 2-year",11,0,173,0,194,0,256,0,0,0,0,0,0,0,0,0,0,0,623,0,518,0,472,0,518,0,436,0,386,0,0,0,0,0,0,0,0,
Alabama,"Private, for-profit, 2-year",12,0,237,0,449,0,454,0,323,0,998,"4,230","4,821","4,832","5,581","7,610","9,165","7,806","9,860","8,085","10,153","10,403","12,130","9,008","10,591","7,094","8,515","9,112","10,281","11,293","11,951",0,106,0,537,0,537,
Alaska,Overall,1,"30,077","31,035","30,106","30,869","29,390","30,231","29,131","29,853","29,661","30,616","29,719","30,717","31,048","32,406","32,747","33,653","32,624","34,932","31,021","32,797","30,922","34,890","29,582","34,331","28,909","31,331","27,893","28,446","26,359","26,905","25,151","25,692","22,857","23,353","22,857","23,353",
Alaska,All 4-year Institutions,2,"29,284","29,825","29,134","29,683","28,567","29,130","28,253","28,772","28,752","29,268","28,981","29,728","30,454","31,586","32,199","32,817","31,876","33,577","30,494","31,811","30,194","32,427","29,339","32,652","28,716","30,694","27,705","27,755","26,359","26,401","25,151","25,196","22,857","22,897","22,857","22,897",
Alaska,All 2-year Institutions,3,793,"1,210",972,"1,186",823,"1,101",878,"1,081",909,"1,348",738,989,594,820,548,836,748,"1,355",527,986,728,"2,463",243,"1,679",193,637,188,691,0,504,0,496,0,456,0,456,
Alaska,All Public Institutions,4,"29,404","29,821","29,301","29,515","28,588","28,866","28,392","28,595","28,942","29,381","28,916","29,167","30,267","30,493","32,015","32,303","31,932","32,158","30,364","30,595","30,253","31,600","29,003","29,892","28,393","28,393","27,352","27,352","25,850","25,850","24,649","24,649","22,328","22,328","22,328","22,328",
Alaska,"All Private, not-for-profit Institutions",5,673,825,805,952,802,941,739,855,719,719,803,803,781,781,732,732,692,742,657,715,669,764,579,693,516,615,541,670,509,625,502,628,529,664,529,664,
Alaska,"All Private, for-profit Institutions",6,0,389,0,402,0,424,0,403,0,516,0,747,0,"1,132",0,618,0,"2,032",0,"1,487",0,"2,526",0,"3,746",0,"2,323",0,424,0,430,0,415,0,361,0,361,
Alaska,"Public, 4-year",7,"28,611","28,611","28,329","28,329","27,765","27,765","27,514","27,514","28,033","28,033","28,178","28,178","29,673","29,673","31,467","31,467","31,184","31,184","29,837","29,837","29,525","29,525","28,760","28,760","28,200","28,200","27,164","27,164","25,850","25,850","24,649","24,649","22,328","22,328","22,328","22,328",
Alaska,"Private, not-for-profit, 4-year",8,673,825,805,952,802,941,739,855,719,719,803,803,781,781,732,732,692,742,657,715,669,711,579,625,516,549,541,591,509,551,502,547,529,569,529,569,
Alaska,"Private, for-profit, 4-year",9,0,389,0,402,0,424,0,403,0,516,0,747,0,"1,132",0,618,0,"1,651",0,"1,259",0,"2,191",0,"3,267",0,"1,945",0,0,0,0,0,0,0,0,0,0,
Alaska,"Public, 2-year",10,793,"1,210",972,"1,186",823,"1,101",878,"1,081",909,"1,348",738,989,594,820,548,836,748,974,527,758,728,"2,075",243,"1,132",193,193,188,188,0,0,0,0,0,0,0,0,
Alaska,"Private, not-for-profit, 2-year",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,68,0,66,0,79,0,74,0,81,0,95,0,95,
Alaska,"Private, for-profit, 2-year",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,228,0,335,0,479,0,378,0,424,0,430,0,415,0,361,0,361,
Arizona,Overall,1,"294,668","496,674","370,950","584,030","444,193","647,184","463,886","663,342","549,298","702,424","695,783","776,279","808,940","905,427","765,556","870,326","786,873","873,353","776,341","811,746","719,054","754,904","694,294","727,871","658,891","683,433","612,971","637,073","576,743","600,258","567,735","583,249","579,286","596,376","579,286","596,376",
Arizona,All 4-year Institutions,2,"278,148","288,023","355,190","366,433","419,130","432,894","432,803","449,437","475,716","492,261","543,185","560,024","645,135","675,360","590,119","624,248","596,891","632,298","553,936","580,611","505,884","533,580","489,188","515,585","458,502","476,319","423,076","438,757","388,257","402,576","387,207","394,213","396,838","404,915","396,838","404,915",
Arizona,All 2-year Institutions,3,"16,520","208,651","15,760","217,597","25,063","214,290","31,083","213,905","73,582","210,163","152,598","216,255","163,805","230,067","175,437","246,078","189,982","241,055","222,405","231,135","213,170","221,324","205,106","212,286","200,389","207,114","189,895","198,316","188,486","197,682","180,528","189,036","182,448","191,461","182,448","191,461",
Arizona,All Public Institutions,4,"131,980","310,679","132,331","317,974","145,083","320,865","160,662","331,441","207,638","332,154","280,239","331,310","296,168","350,435","312,193","366,976","328,852","366,116","359,015","359,229","354,219","354,462","354,772","354,997","360,764","360,976","361,124","361,400","366,387","366,787","366,739","367,198","377,217","377,648","377,217","377,648",
Arizona,"All Private, not-for-profit Institutions",5,"4,115","8,631","1,036","5,176","1,044","4,909","1,053","4,089","1,007","3,227","1,065","3,481","1,119","3,545","1,132","3,615","1,134","3,776","1,065","3,703","1,698","4,119","1,713","3,996","2,485","3,262","2,326","3,002","2,198","2,873","92,491","93,198","98,074","99,306","98,074","99,306",
Arizona,"All Private, for-profit Institutions",6,"158,573","177,364","237,583","260,880","298,066","321,410","302,171","327,812","340,653","367,043","414,479","441,488","511,653","551,447","452,231","499,735","456,887","503,461","416,261","448,814","363,137","396,323","337,809","368,878","295,642","319,195","249,521","272,671","208,158","230,598","108,505","122,853","103,995","119,422","103,995","119,422",
Arizona,"Public, 4-year",7,"115,460","115,460","116,571","116,571","120,020","120,020","129,579","129,579","134,056","134,056","127,641","127,641","132,363","132,363","136,756","136,756","138,870","138,870","141,562","141,562","145,409","145,409","154,689","154,689","164,921","164,921","173,528","173,528","180,262","180,262","188,360","188,360","197,135","197,135","197,135","197,135",
Arizona,"Private, not-for-profit, 4-year",8,"4,115","8,450","1,036","5,007","1,044","4,639","1,053","4,089","1,007","3,227","1,065","3,481","1,119","3,545","1,132","3,615","1,134","3,776","1,065","3,703","1,698","4,119","1,713","3,996","2,485","3,262","2,326","3,002","2,198","2,873","92,491","93,198","98,074","99,270","98,074","99,270",
Arizona,"Private, for-profit, 4-year",9,"158,573","164,113","237,583","244,855","298,066","308,235","302,171","315,769","340,653","354,978","414,479","428,902","511,653","539,452","452,231","483,877","456,887","489,652","411,309","435,346","358,777","384,052","332,786","356,900","291,096","308,136","247,222","262,227","205,797","219,441","106,356","112,655","101,629","108,510","101,629","108,510",
Arizona,"Public, 2-year",10,"16,520","195,219","15,760","201,403","25,063","200,845","31,083","201,862","73,582","198,098","152,598","203,669","163,805","218,072","175,437","230,220","189,982","227,246","217,453","217,667","208,810","209,053","200,083","200,308","195,843","196,055","187,596","187,872","186,125","186,525","178,379","178,838","180,082","180,513","180,082","180,513",
Arizona,"Private, not-for-profit, 2-year",11,0,181,0,169,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,
Arizona,"Private, for-profit, 2-year",12,0,"13,251",0,"16,025",0,"13,175",0,"12,043",0,"12,065",0,"12,586",0,"11,995",0,"15,858",0,"13,809","4,952","13,468","4,360","12,271","5,023","11,978","4,546","11,059","2,299","10,444","2,361","11,157","2,149","10,198","2,366","10,912","2,366","10,912",
Arkansas,Overall,1,"108,737","133,779","121,762","137,857","125,693","142,549","128,649","146,290","131,808","150,822","139,475","156,543","155,527","165,776","162,085","173,164","165,871","176,877","168,206","174,561","164,465","170,693","164,174","168,455","164,671","167,739","164,464","166,948","161,201","163,759","156,823","159,370","155,596","158,091","155,596","158,091",
Arkansas,All 4-year Institutions,2,"77,758","88,998","86,987","91,228","89,571","94,151","91,781","96,615","93,731","98,892","95,948","101,329","99,891","105,526","104,444","110,696","107,784","113,981","111,013","114,213","111,494","114,065","111,766","114,325","114,299","116,064","116,220","117,194","114,814","115,761","113,325","114,324","110,786","112,066","110,786","112,066",
Arkansas,All 2-year Institutions,3,"30,979","44,781","34,775","46,629","36,122","48,398","36,868","49,675","38,077","51,930","43,527","55,214","55,636","60,250","57,641","62,468","58,087","62,896","57,193","60,348","52,971","56,628","52,408","54,130","50,372","51,675","48,244","49,754","46,387","47,998","43,498","45,046","44,810","46,025","44,810","46,025",
Arkansas,All Public Institutions,4,"98,127","119,920","110,407","123,973","114,140","128,117","116,868","131,407","119,833","135,525","127,023","140,706","142,767","149,474","148,800","155,780","151,751","158,760","154,573","157,224","150,676","153,690","150,394","151,399","149,236","150,165","148,509","149,383","145,759","146,697","141,568","142,382","140,286","141,950","140,286","141,950",
Arkansas,"All Private, not-for-profit Institutions",5,"10,610","13,468","11,355","13,574","11,553","13,976","11,781","14,349","11,975","14,766","12,452","15,181","12,760","15,621","13,285","16,701","14,120","17,860","13,633","17,152","13,789","16,919","13,780","16,995","15,435","17,554","15,955","17,446","15,442","17,009","15,255","16,932","15,310","16,089","15,310","16,089",
Arkansas,"All Private, for-profit Institutions",6,0,391,0,310,0,456,0,534,0,531,0,656,0,681,0,683,0,257,0,185,0,84,0,61,0,20,0,119,0,53,0,56,0,52,0,52,
Arkansas,"Public, 4-year",7,"67,148","75,713","75,632","77,857","78,018","80,346","80,000","82,435","81,756","84,294","83,496","86,148","87,131","89,905","91,159","93,995","93,664","96,483","97,380","97,380","97,705","97,705","97,986","97,986","99,527","99,527","100,926","100,926","100,048","100,048","98,718","98,718","96,092","96,891","96,092","96,891",
Arkansas,"Private, not-for-profit, 4-year",8,"10,610","13,285","11,355","13,371","11,553","13,805","11,781","14,180","11,975","14,598","12,452","15,181","12,760","15,621","13,285","16,701","14,120","17,498","13,633","16,833","13,789","16,360","13,780","16,339","14,772","16,537","15,294","16,268","14,766","15,713","14,607","15,606","14,694","15,175","14,694","15,175",
Arkansas,"Private, for-profit, 4-year",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,"Public, 2-year",10,"30,979","44,207","34,775","46,116","36,122","47,771","36,868","48,972","38,077","51,231","43,527","54,558","55,636","59,569","57,641","61,785","58,087","62,277","57,193","59,844","52,971","55,985","52,408","53,413","49,709","50,638","47,583","48,457","45,711","46,649","42,850","43,664","44,194","45,059","44,194","45,059",
Arkansas,"Private, not-for-profit, 2-year",11,0,183,0,203,0,171,0,169,0,168,0,0,0,0,0,0,0,362,0,319,0,559,0,656,663,"1,017",661,"1,178",676,"1,296",648,"1,326",616,914,616,914,
Arkansas,"Private, for-profit, 2-year",12,0,391,0,310,0,456,0,534,0,531,0,656,0,681,0,683,0,257,0,185,0,84,0,61,0,20,0,119,0,53,0,56,0,52,0,52,
California,Overall,1,"2,135,387","2,298,564","2,142,347","2,325,971","2,167,173","2,355,335","2,222,205","2,395,722","2,338,435","2,501,294","2,463,114","2,635,406","2,564,534","2,736,415","2,579,818","2,727,111","2,561,493","2,709,780","2,536,792","2,656,478","2,540,454","2,654,694","2,553,674","2,658,951","2,569,191","2,660,233","2,591,979","2,673,685","2,622,821","2,702,978","2,630,792","2,705,444","2,622,464","2,711,774","2,623,850","2,711,774",
California,All 4-year Institutions,2,"820,621","892,764","825,244","898,465","838,599","918,685","862,571","937,715","912,542","976,222","942,324","1,002,041","974,367","1,039,173","990,383","1,061,640","1,026,099","1,100,762","1,053,110","1,126,495","1,057,041","1,125,990","1,076,452","1,137,767","1,089,971","1,143,384","1,310,564","1,360,072","1,387,879","1,442,050","1,395,085","1,447,063","1,393,270","1,458,110","1,394,656","1,458,110",
California,All 2-year Institutions,3,"1,314,766","1,405,800","1,317,103","1,427,506","1,328,574","1,436,650","1,359,634","1,458,007","1,425,893","1,525,072","1,520,790","1,633,365","1,590,167","1,697,242","1,589,435","1,665,471","1,535,394","1,609,018","1,483,682","1,529,983","1,483,413","1,528,704","1,477,222","1,521,184","1,479,220","1,516,849","1,281,415","1,313,613","1,234,942","1,260,928","1,235,707","1,258,381","1,229,194","1,253,664","1,229,194","1,253,664",
California,All Public Institutions,4,"1,919,739","1,978,831","1,910,483","1,987,283","1,928,608","2,008,155","1,979,761","2,047,565","2,066,151","2,136,087","2,169,335","2,239,487","2,237,931","2,289,470","2,214,878","2,223,648","2,172,474","2,178,629","2,128,941","2,129,152","2,147,962","2,148,147","2,166,659","2,167,444","2,198,371","2,203,094","2,224,614","2,228,932","2,242,498","2,246,844","2,248,965","2,250,219","2,246,109","2,247,228","2,246,109","2,247,228",
California,"All Private, not-for-profit Institutions",5,"208,887","261,240","224,411","273,254","229,229","275,941","229,125","273,816","245,264","276,341","237,471","265,941","244,118","269,395","259,433","284,974","267,202","292,635","276,588","299,220","285,792","308,597","287,570","308,893","286,035","305,799","286,030","305,764","291,209","310,197","294,476","312,611","307,237","327,083","308,623","327,083",
California,"All Private, for-profit Institutions",6,"6,761","58,493","7,453","65,434","9,336","71,239","13,319","74,341","27,020","88,866","56,308","129,978","82,485","177,550","105,507","218,489","121,817","238,516","131,263","228,106","106,700","197,950","99,445","182,614","84,785","151,340","81,335","138,989","89,114","145,937","87,351","142,614","69,118","137,463","69,118","137,463",
California,"Public, 4-year",7,"611,906","612,604","599,269","600,027","605,963","609,397","626,283","626,283","646,051","647,922","657,963","657,963","659,861","659,861","641,539","641,539","657,885","657,885","669,831","669,831","685,096","685,096","706,431","706,431","725,755","725,755","947,302","947,302","1,013,168","1,013,168","1,016,497","1,016,497","1,020,176","1,020,176","1,020,176","1,020,176",
California,"Private, not-for-profit, 4-year",8,"201,954","253,163","218,522","266,433","223,300","269,145","222,969","267,057","244,589","274,976","236,896","263,566","243,549","267,321","259,433","283,735","267,202","291,161","276,588","297,555","285,792","307,004","287,570","307,029","286,035","304,014","286,030","304,162","291,209","308,700","294,476","311,351","307,237","325,536","308,623","325,536",
California,"Private, for-profit, 4-year",9,"6,761","26,997","7,453","32,005","9,336","40,143","13,319","44,375","21,902","53,324","47,465","80,512","70,957","111,991","89,411","136,366","101,012","151,716","106,691","159,109","86,153","133,890","82,451","124,307","78,181","113,615","77,232","108,608","83,502","120,182","84,112","119,215","65,857","112,398","65,857","112,398",
