State,Sector,sector_sort,year,total_enrollment
New_Hampshire,All Public Institutions,4,Fall_2010_Active,"44,072"
New_Hampshire,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"24,031"
New_Hampshire,"All Private, for-profit Institutions",6,Fall_2010_Active,0
New_Hampshire,"Public, 4-year",7,Fall_2010_Active,"29,163"
New_Hampshire,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"24,031"
New_Hampshire,"Private, for-profit, 4-year",9,Fall_2010_Active,0
New_Hampshire,"Public, 2-year",10,Fall_2010_Active,"14,909"
New_Hampshire,"Private, not-for-profit, 2-year",11,Fall_2010_Active,0
New_Hampshire,"Private, for-profit, 2-year",12,Fall_2010_Active,0
New_Jersey,Overall,1,Fall_2010_Active,"411,769"
New_Jersey,All 4-year Institutions,2,Fall_2010_Active,"231,363"
New_Jersey,All 2-year Institutions,3,Fall_2010_Active,"180,406"
New_Jersey,All Public Institutions,4,Fall_2010_Active,"339,520"
New_Jersey,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"68,477"
New_Jersey,"All Private, for-profit Institutions",6,Fall_2010_Active,"3,772"
New_Jersey,"Public, 4-year",7,Fall_2010_Active,"159,114"
New_Jersey,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"68,477"
New_Jersey,"Private, for-profit, 4-year",9,Fall_2010_Active,"3,772"
New_Jersey,"Public, 2-year",10,Fall_2010_Active,"180,406"
New_Jersey,"Private, not-for-profit, 2-year",11,Fall_2010_Active,0
New_Jersey,"Private, for-profit, 2-year",12,Fall_2010_Active,0
New_Mexico,Overall,1,Fall_2010_Active,"142,670"
New_Mexico,All 4-year Institutions,2,Fall_2010_Active,"60,415"
New_Mexico,All 2-year Institutions,3,Fall_2010_Active,"82,255"
New_Mexico,All Public Institutions,4,Fall_2010_Active,"141,874"
New_Mexico,"All Private, not-for-profit Institutions",5,Fall_2010_Active,494
New_Mexico,"All Private, for-profit Institutions",6,Fall_2010_Active,302
New_Mexico,"Public, 4-year",7,Fall_2010_Active,"59,619"
New_Mexico,"Private, not-for-profit, 4-year",8,Fall_2010_Active,494
New_Mexico,"Private, for-profit, 4-year",9,Fall_2010_Active,302
New_Mexico,"Public, 2-year",10,Fall_2010_Active,"82,255"
New_Mexico,"Private, not-for-profit, 2-year",11,Fall_2010_Active,0
New_Mexico,"Private, for-profit, 2-year",12,Fall_2010_Active,0
New_York,Overall,1,Fall_2010_Active,"1,234,807"
New_York,All 4-year Institutions,2,Fall_2010_Active,"902,543"
New_York,All 2-year Institutions,3,Fall_2010_Active,"332,264"
New_York,All Public Institutions,4,Fall_2010_Active,"708,084"
New_York,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"491,986"
New_York,"All Private, for-profit Institutions",6,Fall_2010_Active,"34,737"
New_York,"Public, 4-year",7,Fall_2010_Active,"379,376"
New_York,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"491,597"
New_York,"Private, for-profit, 4-year",9,Fall_2010_Active,"31,570"
New_York,"Public, 2-year",10,Fall_2010_Active,"328,708"
New_York,"Private, not-for-profit, 2-year",11,Fall_2010_Active,389
New_York,"Private, for-profit, 2-year",12,Fall_2010_Active,"3,167"
North_Carolina,Overall,1,Fall_2010_Active,"556,089"
North_Carolina,All 4-year Institutions,2,Fall_2010_Active,"301,984"
North_Carolina,All 2-year Institutions,3,Fall_2010_Active,"254,105"
North_Carolina,All Public Institutions,4,Fall_2010_Active,"475,162"
North_Carolina,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"80,115"
North_Carolina,"All Private, for-profit Institutions",6,Fall_2010_Active,812
North_Carolina,"Public, 4-year",7,Fall_2010_Active,"221,727"
North_Carolina,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"79,445"
North_Carolina,"Private, for-profit, 4-year",9,Fall_2010_Active,812
North_Carolina,"Public, 2-year",10,Fall_2010_Active,"253,435"
North_Carolina,"Private, not-for-profit, 2-year",11,Fall_2010_Active,670
North_Carolina,"Private, for-profit, 2-year",12,Fall_2010_Active,0
North_Dakota,Overall,1,Fall_2010_Active,"52,729"
North_Dakota,All 4-year Institutions,2,Fall_2010_Active,"46,153"
North_Dakota,All 2-year Institutions,3,Fall_2010_Active,"6,576"
North_Dakota,All Public Institutions,4,Fall_2010_Active,"48,155"
North_Dakota,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"4,574"
North_Dakota,"All Private, for-profit Institutions",6,Fall_2010_Active,0
North_Dakota,"Public, 4-year",7,Fall_2010_Active,"41,579"
North_Dakota,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"4,574"
North_Dakota,"Private, for-profit, 4-year",9,Fall_2010_Active,0
North_Dakota,"Public, 2-year",10,Fall_2010_Active,"6,576"
North_Dakota,"Private, not-for-profit, 2-year",11,Fall_2010_Active,0
North_Dakota,"Private, for-profit, 2-year",12,Fall_2010_Active,0
Ohio,Overall,1,Fall_2010_Active,"690,330"
Ohio,All 4-year Institutions,2,Fall_2010_Active,"482,800"
Ohio,All 2-year Institutions,3,Fall_2010_Active,"207,530"
Ohio,All Public Institutions,4,Fall_2010_Active,"547,551"
Ohio,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"142,040"
Ohio,"All Private, for-profit Institutions",6,Fall_2010_Active,739
Ohio,"Public, 4-year",7,Fall_2010_Active,"340,335"
Ohio,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"141,726"
Ohio,"Private, for-profit, 4-year",9,Fall_2010_Active,739
Ohio,"Public, 2-year",10,Fall_2010_Active,"207,216"
Ohio,"Private, not-for-profit, 2-year",11,Fall_2010_Active,314
Ohio,"Private, for-profit, 2-year",12,Fall_2010_Active,0
Oklahoma,Overall,1,Fall_2010_Active,"209,064"
Oklahoma,All 4-year Institutions,2,Fall_2010_Active,"139,067"
Oklahoma,All 2-year Institutions,3,Fall_2010_Active,"69,997"
Oklahoma,All Public Institutions,4,Fall_2010_Active,"191,174"
Oklahoma,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"17,890"
Oklahoma,"All Private, for-profit Institutions",6,Fall_2010_Active,0
Oklahoma,"Public, 4-year",7,Fall_2010_Active,"121,177"
Oklahoma,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"17,890"
Oklahoma,"Private, for-profit, 4-year",9,Fall_2010_Active,0
Oklahoma,"Public, 2-year",10,Fall_2010_Active,"69,997"
Oklahoma,"Private, not-for-profit, 2-year",11,Fall_2010_Active,0
Oklahoma,"Private, for-profit, 2-year",12,Fall_2010_Active,0
Oregon,Overall,1,Fall_2010_Active,"239,333"
Oregon,All 4-year Institutions,2,Fall_2010_Active,"129,301"
Oregon,All 2-year Institutions,3,Fall_2010_Active,"110,032"
Oregon,All Public Institutions,4,Fall_2010_Active,"208,002"
Oregon,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"30,183"
Oregon,"All Private, for-profit Institutions",6,Fall_2010_Active,"1,148"
Oregon,"Public, 4-year",7,Fall_2010_Active,"99,118"
Oregon,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"30,183"
Oregon,"Private, for-profit, 4-year",9,Fall_2010_Active,0
Oregon,"Public, 2-year",10,Fall_2010_Active,"108,884"
Oregon,"Private, not-for-profit, 2-year",11,Fall_2010_Active,0
Oregon,"Private, for-profit, 2-year",12,Fall_2010_Active,"1,148"
Pennsylvania,Overall,1,Fall_2010_Active,"729,350"
Pennsylvania,All 4-year Institutions,2,Fall_2010_Active,"570,958"
Pennsylvania,All 2-year Institutions,3,Fall_2010_Active,"158,392"
Pennsylvania,All Public Institutions,4,Fall_2010_Active,"432,889"
Pennsylvania,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"291,828"
Pennsylvania,"All Private, for-profit Institutions",6,Fall_2010_Active,"4,633"
Pennsylvania,"Public, 4-year",7,Fall_2010_Active,"281,770"
Pennsylvania,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"287,693"
Pennsylvania,"Private, for-profit, 4-year",9,Fall_2010_Active,"1,495"
Pennsylvania,"Public, 2-year",10,Fall_2010_Active,"151,119"
Pennsylvania,"Private, not-for-profit, 2-year",11,Fall_2010_Active,"4,135"
Pennsylvania,"Private, for-profit, 2-year",12,Fall_2010_Active,"3,138"
Rhode_Island,Overall,1,Fall_2010_Active,"91,327"
Rhode_Island,All 4-year Institutions,2,Fall_2010_Active,"73,552"
Rhode_Island,All 2-year Institutions,3,Fall_2010_Active,"17,775"
Rhode_Island,All Public Institutions,4,Fall_2010_Active,"43,224"
Rhode_Island,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"48,103"
Rhode_Island,"All Private, for-profit Institutions",6,Fall_2010_Active,0
Rhode_Island,"Public, 4-year",7,Fall_2010_Active,"25,449"
Rhode_Island,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"48,103"
Rhode_Island,"Private, for-profit, 4-year",9,Fall_2010_Active,0
Rhode_Island,"Public, 2-year",10,Fall_2010_Active,"17,775"
Rhode_Island,"Private, not-for-profit, 2-year",11,Fall_2010_Active,0
Rhode_Island,"Private, for-profit, 2-year",12,Fall_2010_Active,0
South_Carolina,Overall,1,Fall_2010_Active,"239,545"
South_Carolina,All 4-year Institutions,2,Fall_2010_Active,"137,908"
South_Carolina,All 2-year Institutions,3,Fall_2010_Active,"101,637"
South_Carolina,All Public Institutions,4,Fall_2010_Active,"204,047"
South_Carolina,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"31,004"
South_Carolina,"All Private, for-profit Institutions",6,Fall_2010_Active,"4,494"
South_Carolina,"Public, 4-year",7,Fall_2010_Active,"103,200"
South_Carolina,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"30,214"
South_Carolina,"Private, for-profit, 4-year",9,Fall_2010_Active,"4,494"
South_Carolina,"Public, 2-year",10,Fall_2010_Active,"100,847"
South_Carolina,"Private, not-for-profit, 2-year",11,Fall_2010_Active,790
South_Carolina,"Private, for-profit, 2-year",12,Fall_2010_Active,0
South_Dakota,Overall,1,Fall_2010_Active,"46,725"
South_Dakota,All 4-year Institutions,2,Fall_2010_Active,"41,657"
South_Dakota,All 2-year Institutions,3,Fall_2010_Active,"5,068"
South_Dakota,All Public Institutions,4,Fall_2010_Active,"41,369"
South_Dakota,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"5,356"
South_Dakota,"All Private, for-profit Institutions",6,Fall_2010_Active,0
South_Dakota,"Public, 4-year",7,Fall_2010_Active,"36,301"
South_Dakota,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"5,356"
South_Dakota,"Private, for-profit, 4-year",9,Fall_2010_Active,0
South_Dakota,"Public, 2-year",10,Fall_2010_Active,"5,068"
South_Dakota,"Private, not-for-profit, 2-year",11,Fall_2010_Active,0
South_Dakota,"Private, for-profit, 2-year",12,Fall_2010_Active,0
Tennessee,Overall,1,Fall_2010_Active,"305,202"
Tennessee,All 4-year Institutions,2,Fall_2010_Active,"205,598"
Tennessee,All 2-year Institutions,3,Fall_2010_Active,"99,604"
Tennessee,All Public Institutions,4,Fall_2010_Active,"242,486"
Tennessee,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"61,057"
Tennessee,"All Private, for-profit Institutions",6,Fall_2010_Active,"1,659"
Tennessee,"Public, 4-year",7,Fall_2010_Active,"144,541"
Tennessee,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"61,057"
Tennessee,"Private, for-profit, 4-year",9,Fall_2010_Active,0
Tennessee,"Public, 2-year",10,Fall_2010_Active,"97,945"
Tennessee,"Private, not-for-profit, 2-year",11,Fall_2010_Active,0
Tennessee,"Private, for-profit, 2-year",12,Fall_2010_Active,"1,659"
Texas,Overall,1,Fall_2010_Active,"1,402,143"
Texas,All 4-year Institutions,2,Fall_2010_Active,"725,879"
Texas,All 2-year Institutions,3,Fall_2010_Active,"676,264"
Texas,All Public Institutions,4,Fall_2010_Active,"1,282,569"
Texas,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"119,042"
Texas,"All Private, for-profit Institutions",6,Fall_2010_Active,532
Texas,"Public, 4-year",7,Fall_2010_Active,"606,837"
Texas,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"119,042"
Texas,"Private, for-profit, 4-year",9,Fall_2010_Active,0
Texas,"Public, 2-year",10,Fall_2010_Active,"675,732"
Texas,"Private, not-for-profit, 2-year",11,Fall_2010_Active,0
Texas,"Private, for-profit, 2-year",12,Fall_2010_Active,532
Utah,Overall,1,Fall_2010_Active,"234,785"
Utah,All 4-year Institutions,2,Fall_2010_Active,"193,936"
Utah,All 2-year Institutions,3,Fall_2010_Active,"40,849"
Utah,All Public Institutions,4,Fall_2010_Active,"171,735"
Utah,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"61,310"
Utah,"All Private, for-profit Institutions",6,Fall_2010_Active,"1,740"
Utah,"Public, 4-year",7,Fall_2010_Active,"132,695"
Utah,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"59,501"
Utah,"Private, for-profit, 4-year",9,Fall_2010_Active,"1,740"
Utah,"Public, 2-year",10,Fall_2010_Active,"39,040"
Utah,"Private, not-for-profit, 2-year",11,Fall_2010_Active,"1,809"
Utah,"Private, for-profit, 2-year",12,Fall_2010_Active,0
Vermont,Overall,1,Fall_2010_Active,"45,411"
Vermont,All 4-year Institutions,2,Fall_2010_Active,"38,186"
Vermont,All 2-year Institutions,3,Fall_2010_Active,"7,225"
Vermont,All Public Institutions,4,Fall_2010_Active,"27,524"
Vermont,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"17,887"
Vermont,"All Private, for-profit Institutions",6,Fall_2010_Active,0
Vermont,"Public, 4-year",7,Fall_2010_Active,"20,786"
Vermont,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"17,400"
Vermont,"Private, for-profit, 4-year",9,Fall_2010_Active,0
Vermont,"Public, 2-year",10,Fall_2010_Active,"6,738"
Vermont,"Private, not-for-profit, 2-year",11,Fall_2010_Active,487
Vermont,"Private, for-profit, 2-year",12,Fall_2010_Active,0
Virginia,Overall,1,Fall_2010_Active,"530,190"
Virginia,All 4-year Institutions,2,Fall_2010_Active,"332,015"
Virginia,All 2-year Institutions,3,Fall_2010_Active,"198,175"
Virginia,All Public Institutions,4,Fall_2010_Active,"409,004"
Virginia,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"104,275"
Virginia,"All Private, for-profit Institutions",6,Fall_2010_Active,"16,911"
Virginia,"Public, 4-year",7,Fall_2010_Active,"212,000"
Virginia,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"104,275"
Virginia,"Private, for-profit, 4-year",9,Fall_2010_Active,"15,740"
Virginia,"Public, 2-year",10,Fall_2010_Active,"197,004"
Virginia,"Private, not-for-profit, 2-year",11,Fall_2010_Active,0
Virginia,"Private, for-profit, 2-year",12,Fall_2010_Active,"1,171"
Washington,Overall,1,Fall_2010_Active,"372,158"
Washington,All 4-year Institutions,2,Fall_2010_Active,"210,857"
Washington,All 2-year Institutions,3,Fall_2010_Active,"161,301"
Washington,All Public Institutions,4,Fall_2010_Active,"330,248"
Washington,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"40,112"
Washington,"All Private, for-profit Institutions",6,Fall_2010_Active,"1,798"
Washington,"Public, 4-year",7,Fall_2010_Active,"168,947"
Washington,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"40,112"
Washington,"Private, for-profit, 4-year",9,Fall_2010_Active,"1,798"
Washington,"Public, 2-year",10,Fall_2010_Active,"161,301"
Washington,"Private, not-for-profit, 2-year",11,Fall_2010_Active,0
Washington,"Private, for-profit, 2-year",12,Fall_2010_Active,0
West_Virginia,Overall,1,Fall_2010_Active,"98,019"
West_Virginia,All 4-year Institutions,2,Fall_2010_Active,"79,187"
West_Virginia,All 2-year Institutions,3,Fall_2010_Active,"18,832"
West_Virginia,All Public Institutions,4,Fall_2010_Active,"91,410"
West_Virginia,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"6,609"
West_Virginia,"All Private, for-profit Institutions",6,Fall_2010_Active,0
West_Virginia,"Public, 4-year",7,Fall_2010_Active,"72,578"
West_Virginia,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"6,609"
West_Virginia,"Private, for-profit, 4-year",9,Fall_2010_Active,0
West_Virginia,"Public, 2-year",10,Fall_2010_Active,"18,832"
West_Virginia,"Private, not-for-profit, 2-year",11,Fall_2010_Active,0
West_Virginia,"Private, for-profit, 2-year",12,Fall_2010_Active,0
Wisconsin,Overall,1,Fall_2010_Active,"362,540"
Wisconsin,All 4-year Institutions,2,Fall_2010_Active,"245,881"
Wisconsin,All 2-year Institutions,3,Fall_2010_Active,"116,659"
Wisconsin,All Public Institutions,4,Fall_2010_Active,"301,212"
Wisconsin,"All Private, not-for-profit Institutions",5,Fall_2010_Active,"61,328"
Wisconsin,"All Private, for-profit Institutions",6,Fall_2010_Active,0
Wisconsin,"Public, 4-year",7,Fall_2010_Active,"185,168"
Wisconsin,"Private, not-for-profit, 4-year",8,Fall_2010_Active,"60,713"
Wisconsin,"Private, for-profit, 4-year",9,Fall_2010_Active,0
Wisconsin,"Public, 2-year",10,Fall_2010_Active,"116,044"
Wisconsin,"Private, not-for-profit, 2-year",11,Fall_2010_Active,615
Wisconsin,"Private, for-profit, 2-year",12,Fall_2010_Active,0
Wyoming,Overall,1,Fall_2010_Active,"36,292"
Wyoming,All 4-year Institutions,2,Fall_2010_Active,"12,911"
Wyoming,All 2-year Institutions,3,Fall_2010_Active,"23,381"
Wyoming,All Public Institutions,4,Fall_2010_Active,"36,292"
Wyoming,"All Private, not-for-profit Institutions",5,Fall_2010_Active,0
Wyoming,"All Private, for-profit Institutions",6,Fall_2010_Active,0
Wyoming,"Public, 4-year",7,Fall_2010_Active,"12,911"
Wyoming,"Private, not-for-profit, 4-year",8,Fall_2010_Active,0
Wyoming,"Private, for-profit, 4-year",9,Fall_2010_Active,0
Wyoming,"Public, 2-year",10,Fall_2010_Active,"23,381"
Wyoming,"Private, not-for-profit, 2-year",11,Fall_2010_Active,0
Wyoming,"Private, for-profit, 2-year",12,Fall_2010_Active,0
United States,Overall,1,Fall_2010_IPEDS_Universe,"21,015,822"
United States,All 4-year Institutions,2,Fall_2010_IPEDS_Universe,"13,335,251"
United States,All 2-year Institutions,3,Fall_2010_IPEDS_Universe,"7,680,571"
United States,All Public Institutions,4,Fall_2010_IPEDS_Universe,"15,142,809"
United States,"All Private, not-for-profit Institutions",5,Fall_2010_IPEDS_Universe,"3,854,616"
United States,"All Private, for-profit Institutions",6,Fall_2010_IPEDS_Universe,"2,018,397"
United States,"Public, 4-year",7,Fall_2010_IPEDS_Universe,"7,924,771"
United States,"Private, not-for-profit, 4-year",8,Fall_2010_IPEDS_Universe,"3,822,260"
United States,"Private, for-profit, 4-year",9,Fall_2010_IPEDS_Universe,"1,588,220"
United States,"Public, 2-year",10,Fall_2010_IPEDS_Universe,"7,218,038"
United States,"Private, not-for-profit, 2-year",11,Fall_2010_IPEDS_Universe,"32,356"
United States,"Private, for-profit, 2-year",12,Fall_2010_IPEDS_Universe,"430,177"
Midwest,Overall,1,Fall_2010_IPEDS_Universe,"4,998,147"
Midwest,All 4-year Institutions,2,Fall_2010_IPEDS_Universe,"3,337,022"
Midwest,All 2-year Institutions,3,Fall_2010_IPEDS_Universe,"1,661,125"
Midwest,All Public Institutions,4,Fall_2010_IPEDS_Universe,"3,431,579"
Midwest,"All Private, not-for-profit Institutions",5,Fall_2010_IPEDS_Universe,"1,019,406"
Midwest,"All Private, for-profit Institutions",6,Fall_2010_IPEDS_Universe,"547,162"
Midwest,"Public, 4-year",7,Fall_2010_IPEDS_Universe,"1,856,687"
Midwest,"Private, not-for-profit, 4-year",8,Fall_2010_IPEDS_Universe,"1,010,611"
