State or Region,Institution Sector,sector_sort,Fall_2010_Active,Fall_2010_IPEDS_Universe,Fall_2011_Active,Fall_2011_IPEDS_Universe,Fall_2012_Active,Fall_2012_IPEDS_Universe,Fall_2013_Active,Fall_2013_IPEDS_Universe,Fall_2014_Active,Fall_2014_IPEDS_Universe,Fall_2015_Active,Fall_2015_IPEDS_Universe,Fall_2016_Active,Fall_2016_IPEDS_Universe,Fall_2017_Active,Fall_2017_IPEDS_Universe,Fall_2018_Active,Fall_2018_IPEDS_Universe,Fall_2019_Active,Fall_2019_IPEDS_Universe,Fall_2020_Active,Fall_2020_IPEDS_Universe
Pennsylvania,All 2-year Institutions,3,"158,392","196,420","157,307","188,987","153,098","180,130","147,918","173,472","142,423","164,680","138,379","156,627","134,667","149,859","127,934","142,163","124,587","135,339","121,573","132,123","121,573","132,123"
Pennsylvania,All Public Institutions,4,"432,889","432,889","428,269","428,269","425,890","425,890","419,849","419,849","413,591","413,591","409,054","409,054","406,345","406,345","400,943","400,943","392,771","392,771","389,298","389,298","389,298","389,298"
Pennsylvania,"All Private, not-for-profit Institutions",5,"291,828","299,869","292,500","299,191","291,051","297,492","288,374","295,409","285,879","292,725","285,984","291,994","281,562","291,263","284,191","294,537","287,421","293,731","284,011","290,962","284,011","290,962"
Pennsylvania,"All Private, for-profit Institutions",6,"4,633","60,913","4,256","50,744","3,987","45,698","3,966","42,879","4,171","37,766","3,970","30,249","4,117","24,476","2,137","18,823","1,453","10,901","1,399","10,220","1,399","10,220"
Pennsylvania,"Public, 4-year",7,"281,770","281,770","278,865","278,865","281,541","281,541","280,546","280,546","279,610","279,610","278,935","278,935","279,719","279,719","277,568","277,568","271,256","271,256","270,817","270,817","270,817","270,817"
Pennsylvania,"Private, not-for-profit, 4-year",8,"287,693","292,333","287,391","291,860","284,947","289,228","282,428","286,989","280,278","285,002","280,309","284,311","276,268","284,169","280,545","288,749","284,755","289,345","281,264","286,206","281,264","286,206"
Pennsylvania,"Private, for-profit, 4-year",9,"1,495","23,148","1,462","18,492","1,342","18,181","1,297","17,130","1,330","14,790","1,385","11,424","1,370","8,337","1,224","5,823","1,047","1,463","1,054","1,334","1,054","1,334"
Pennsylvania,"Public, 2-year",10,"151,119","151,119","149,404","149,404","144,349","144,349","139,303","139,303","133,981","133,981","130,119","130,119","126,626","126,626","123,375","123,375","121,515","121,515","118,481","118,481","118,481","118,481"
Pennsylvania,"Private, not-for-profit, 2-year",11,"4,135","7,536","5,109","7,331","6,104","8,264","5,946","8,420","5,601","7,723","5,675","7,683","5,294","7,094","3,646","5,788","2,666","4,386","2,747","4,756","2,747","4,756"
Pennsylvania,"Private, for-profit, 2-year",12,"3,138","37,765","2,794","32,252","2,645","27,517","2,669","25,749","2,841","22,976","2,585","18,825","2,747","16,139",913,"13,000",406,"9,438",345,"8,886",345,"8,886"
Rhode_Island,Overall,1,"91,327","91,327","91,005","91,005","89,961","89,961","89,266","89,266","89,049","89,049","87,650","87,650","88,288","88,288","87,303","87,303","84,918","84,918","83,673","83,836","83,836","83,836"
Rhode_Island,All 4-year Institutions,2,"73,552","73,552","73,112","73,112","72,077","72,077","71,567","71,567","71,496","71,496","71,455","71,455","73,187","73,187","72,545","72,545","70,379","70,379","68,898","69,061","69,061","69,061"
Rhode_Island,All 2-year Institutions,3,"17,775","17,775","17,893","17,893","17,884","17,884","17,699","17,699","17,553","17,553","16,195","16,195","15,101","15,101","14,758","14,758","14,539","14,539","14,775","14,775","14,775","14,775"
Rhode_Island,All Public Institutions,4,"43,224","43,224","43,254","43,254","43,204","43,204","42,786","42,786","42,765","42,765","41,320","41,320","41,369","41,369","41,018","41,018","40,082","40,082","39,763","39,763","39,763","39,763"
Rhode_Island,"All Private, not-for-profit Institutions",5,"48,103","48,103","47,751","47,751","46,757","46,757","46,480","46,480","46,284","46,284","46,330","46,330","46,919","46,919","46,285","46,285","44,836","44,836","43,910","44,073","44,073","44,073"
Rhode_Island,"All Private, for-profit Institutions",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhode_Island,"Public, 4-year",7,"25,449","25,449","25,361","25,361","25,320","25,320","25,087","25,087","25,212","25,212","25,125","25,125","26,268","26,268","26,260","26,260","25,543","25,543","24,988","24,988","24,988","24,988"
Rhode_Island,"Private, not-for-profit, 4-year",8,"48,103","48,103","47,751","47,751","46,757","46,757","46,480","46,480","46,284","46,284","46,330","46,330","46,919","46,919","46,285","46,285","44,836","44,836","43,910","44,073","44,073","44,073"
Rhode_Island,"Private, for-profit, 4-year",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhode_Island,"Public, 2-year",10,"17,775","17,775","17,893","17,893","17,884","17,884","17,699","17,699","17,553","17,553","16,195","16,195","15,101","15,101","14,758","14,758","14,539","14,539","14,775","14,775","14,775","14,775"
Rhode_Island,"Private, not-for-profit, 2-year",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhode_Island,"Private, for-profit, 2-year",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South_Carolina,Overall,1,"239,545","249,106","242,418","252,779","242,012","253,113","241,936","251,131","240,142","248,558","237,866","244,491","237,046","242,588","236,955","241,895","232,666","237,835","233,950","238,493","233,950","238,493"
South_Carolina,All 4-year Institutions,2,"137,908","144,271","140,495","147,390","141,244","147,943","142,972","148,131","144,930","149,701","147,522","151,457","148,914","152,284","150,112","152,844","150,958","153,377","164,174","166,794","164,174","166,794"
South_Carolina,All 2-year Institutions,3,"101,637","104,835","101,923","105,389","100,768","105,170","98,964","103,000","95,212","98,857","90,344","93,034","88,132","90,304","86,843","89,051","81,708","84,458","69,776","71,699","69,776","71,699"
South_Carolina,All Public Institutions,4,"204,047","205,080","206,695","208,302","207,020","209,023","205,879","207,717","204,078","205,756","201,444","202,487","200,295","200,295","200,622","200,622","196,525","196,525","197,809","197,809","197,809","197,809"
South_Carolina,"All Private, not-for-profit Institutions",5,"31,004","35,089","31,383","35,216","30,896","34,601","32,151","34,195","32,507","34,552","33,059","34,606","33,430","35,106","32,853","34,137","35,514","36,950","35,529","37,352","35,529","37,352"
South_Carolina,"All Private, for-profit Institutions",6,"4,494","8,937","4,340","9,261","4,096","9,489","3,906","9,219","3,557","8,250","3,363","7,398","3,321","7,187","3,480","7,136",627,"4,360",612,"3,332",612,"3,332"
South_Carolina,"Public, 4-year",7,"103,200","103,200","105,575","105,575","107,063","107,063","107,733","107,733","109,659","109,659","111,871","111,871","112,900","112,900","114,569","114,569","115,686","115,686","128,033","128,033","128,033","128,033"
South_Carolina,"Private, not-for-profit, 4-year",8,"30,214","34,156","30,580","34,237","30,085","33,651","31,333","33,377","31,714","33,759","32,288","33,835","32,693","34,115","32,063","33,347","34,645","36,081","35,529","37,352","35,529","37,352"
South_Carolina,"Private, for-profit, 4-year",9,"4,494","6,915","4,340","7,578","4,096","7,229","3,906","7,021","3,557","6,283","3,363","5,751","3,321","5,269","3,480","4,928",627,"1,610",612,"1,409",612,"1,409"
South_Carolina,"Public, 2-year",10,"100,847","101,880","101,120","102,727","99,957","101,960","98,146","99,984","94,419","96,097","89,573","90,616","87,395","87,395","86,053","86,053","80,839","80,839","69,776","69,776","69,776","69,776"
South_Carolina,"Private, not-for-profit, 2-year",11,790,933,803,979,811,950,818,818,793,793,771,771,737,991,790,790,869,869,0,0,0,0
South_Carolina,"Private, for-profit, 2-year",12,0,"2,022",0,"1,683",0,"2,260",0,"2,198",0,"1,967",0,"1,647",0,"1,918",0,"2,208",0,"2,750",0,"1,923",0,"1,923"
South_Dakota,Overall,1,"46,725","58,000","47,875","55,637","48,530","55,852","48,595","54,682","48,619","53,721","49,025","53,511","49,312","53,685","50,683","53,620","50,220","53,365","51,635","52,054","51,635","52,054"
South_Dakota,All 4-year Institutions,2,"41,657","51,171","41,797","48,959","42,358","49,211","42,336","47,976","42,548","47,261","43,035","47,219","42,918","47,149","44,147","46,887","43,550","46,528","44,532","44,951","44,532","44,951"
South_Dakota,All 2-year Institutions,3,"5,068","6,829","6,078","6,678","6,172","6,641","6,259","6,706","6,071","6,460","5,990","6,292","6,394","6,536","6,536","6,733","6,670","6,837","7,103","7,103","7,103","7,103"
South_Dakota,All Public Institutions,4,"41,369","44,569","41,780","43,729","42,427","44,185","42,527","44,272","42,540","44,132","42,756","44,254","42,862","44,305","44,433","44,630","43,704","43,871","43,468","43,468","43,468","43,468"
South_Dakota,"All Private, not-for-profit Institutions",5,"5,356","9,044","6,095","7,407","6,103","7,273","6,068","7,153","6,079","7,139","6,269","7,221","6,450","7,225","6,250","7,060","6,516","7,405","6,301","6,720","6,301","6,720"
South_Dakota,"All Private, for-profit Institutions",6,0,"4,387",0,"4,501",0,"4,394",0,"3,257",0,"2,450",0,"2,036",0,"2,155",0,"1,930",0,"2,089","1,866","1,866","1,866","1,866"
South_Dakota,"Public, 4-year",7,"36,301","38,131","35,702","37,387","36,255","37,838","36,268","37,819","36,469","37,896","36,766","38,132","36,468","37,769","37,897","37,897","37,034","37,034","36,365","36,365","36,365","36,365"
South_Dakota,"Private, not-for-profit, 4-year",8,"5,356","8,653","6,095","7,071","6,103","6,979","6,068","6,900","6,079","6,915","6,269","7,051","6,450","7,225","6,250","7,060","6,516","7,405","6,301","6,720","6,301","6,720"
South_Dakota,"Private, for-profit, 4-year",9,0,"4,387",0,"4,501",0,"4,394",0,"3,257",0,"2,450",0,"2,036",0,"2,155",0,"1,930",0,"2,089","1,866","1,866","1,866","1,866"
South_Dakota,"Public, 2-year",10,"5,068","6,438","6,078","6,342","6,172","6,347","6,259","6,453","6,071","6,236","5,990","6,122","6,394","6,536","6,536","6,733","6,670","6,837","7,103","7,103","7,103","7,103"
South_Dakota,"Private, not-for-profit, 2-year",11,0,391,0,336,0,294,0,253,0,224,0,170,0,0,0,0,0,0,0,0,0,0
South_Dakota,"Private, for-profit, 2-year",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Overall,1,"305,202","341,119","309,250","340,881","302,813","334,732","307,209","329,732","303,851","319,346","303,231","317,669","302,902","318,286","304,525","319,686","308,974","319,128","308,346","319,084","308,346","319,084"
Tennessee,All 4-year Institutions,2,"205,598","229,514","211,587","231,516","209,679","230,653","216,628","229,290","216,970","224,385","216,043","222,835","217,512","224,890","217,949","225,594","220,656","224,968","220,509","225,253","220,509","225,253"
Tennessee,All 2-year Institutions,3,"99,604","111,605","97,663","109,365","93,134","104,079","90,581","100,442","86,881","94,961","87,188","94,834","85,390","93,396","86,576","94,092","88,318","94,160","87,837","93,831","87,837","93,831"
Tennessee,All Public Institutions,4,"242,486","242,486","241,917","241,917","235,010","235,010","229,302","229,302","224,033","224,033","223,411","223,411","221,288","221,288","223,179","223,179","225,281","225,281","226,346","226,346","226,346","226,346"
Tennessee,"All Private, not-for-profit Institutions",5,"61,057","77,764","65,822","80,924","66,971","82,816","77,049","83,909","79,173","83,634","79,313","83,190","81,155","84,610","81,139","84,646","80,754","84,178","79,157","82,562","79,157","82,562"
Tennessee,"All Private, for-profit Institutions",6,"1,659","20,869","1,511","18,040",832,"16,906",858,"16,521",645,"11,679",507,"11,068",459,"12,388",207,"11,861","2,939","9,669","2,843","10,176","2,843","10,176"
Tennessee,"Public, 4-year",7,"144,541","144,541","145,765","145,765","142,708","142,708","139,579","139,579","137,797","137,797","136,730","136,730","136,357","136,357","136,810","136,810","137,180","137,180","138,509","138,509","138,509","138,509"
Tennessee,"Private, not-for-profit, 4-year",8,"61,057","77,479","65,822","79,283","66,971","81,307","77,049","83,270","79,173","82,876","79,313","82,454","81,155","83,928","81,139","83,964","80,754","83,469","79,157","81,783","79,157","81,783"
Tennessee,"Private, for-profit, 4-year",9,0,"7,494",0,"6,468",0,"6,638",0,"6,441",0,"3,712",0,"3,651",0,"4,605",0,"4,820","2,722","4,319","2,843","4,961","2,843","4,961"
Tennessee,"Public, 2-year",10,"97,945","97,945","96,152","96,152","92,302","92,302","89,723","89,723","86,236","86,236","86,681","86,681","84,931","84,931","86,369","86,369","88,101","88,101","87,837","87,837","87,837","87,837"
Tennessee,"Private, not-for-profit, 2-year",11,0,285,0,"1,641",0,"1,509",0,639,0,758,0,736,0,682,0,682,0,709,0,779,0,779
Tennessee,"Private, for-profit, 2-year",12,"1,659","13,375","1,511","11,572",832,"10,268",858,"10,080",645,"7,967",507,"7,417",459,"7,783",207,"7,041",217,"5,350",0,"5,215",0,"5,215"
Texas,Overall,1,"1,402,143","1,516,856","1,444,091","1,545,860","1,441,492","1,523,613","1,465,345","1,524,350","1,484,129","1,537,963","1,501,493","1,554,112","1,543,946","1,591,865","1,574,775","1,620,873","1,593,066","1,635,264","1,603,692","1,648,340","1,604,265","1,648,340"
Texas,All 4-year Institutions,2,"725,879","764,581","747,788","783,947","758,585","794,290","781,509","801,052","803,784","821,458","826,996","847,145","857,815","877,103","871,891","888,719","919,666","935,700","976,430","991,438","977,003","991,438"
Texas,All 2-year Institutions,3,"676,264","752,275","696,303","761,913","682,907","729,323","683,836","723,298","680,345","716,505","674,497","706,967","686,131","714,762","702,884","732,154","673,400","699,564","627,262","656,902","627,262","656,902"
Texas,All Public Institutions,4,"1,282,569","1,334,885","1,317,271","1,367,005","1,313,834","1,347,860","1,336,269","1,349,609","1,352,924","1,365,339","1,368,708","1,379,276","1,411,798","1,420,974","1,438,504","1,448,385","1,458,406","1,468,587","1,468,839","1,480,149","1,468,839","1,480,149"
Texas,"All Private, not-for-profit Institutions",5,"119,042","130,676","126,306","134,926","127,208","135,309","127,057","135,340","128,237","135,648","129,728","138,604","131,505","141,210","134,230","142,526","134,011","141,349","134,248","141,120","134,821","141,120"
Texas,"All Private, for-profit Institutions",6,532,"51,295",514,"43,929",450,"40,444","2,019","39,401","2,968","36,976","3,057","36,232",643,"29,681","2,041","29,962",649,"25,328",605,"27,071",605,"27,071"
Texas,"Public, 4-year",7,"606,837","624,021","621,482","638,296","630,927","646,849","654,008","654,008","675,047","675,047","696,582","696,599","726,226","726,226","737,542","737,542","785,517","785,517","842,053","842,053","842,053","842,053"
Texas,"Private, not-for-profit, 4-year",8,"119,042","128,917","126,306","130,364","127,208","131,674","127,057","132,995","128,237","133,061","129,728","136,036","130,946","139,620","133,684","140,815","133,500","140,122","133,772","139,861","134,345","139,861"
Texas,"Private, for-profit, 4-year",9,0,"11,643",0,"15,287",450,"15,767",444,"14,049",500,"13,350",686,"14,510",643,"11,257",665,"10,362",649,"10,061",605,"9,524",605,"9,524"
Texas,"Public, 2-year",10,"675,732","710,864","695,789","728,709","682,907","701,011","682,261","695,601","677,877","690,292","672,126","682,677","685,572","694,748","700,962","710,843","672,889","683,070","626,786","638,096","626,786","638,096"
Texas,"Private, not-for-profit, 2-year",11,0,"1,759",0,"4,562",0,"3,635",0,"2,345",0,"2,587",0,"2,568",559,"1,590",546,"1,711",511,"1,227",476,"1,259",476,"1,259"
Texas,"Private, for-profit, 2-year",12,532,"39,652",514,"28,642",0,"24,677","1,575","25,352","2,468","23,626","2,371","21,722",0,"18,424","1,376","19,600",0,"15,267",0,"17,547",0,"17,547"
Utah,Overall,1,"234,785","248,172","243,745","261,022","260,228","265,044","257,770","262,392","269,532","273,468","289,335","292,681","308,173","311,318","329,001","332,261","356,778","359,814","378,392","381,379","378,392","381,379"
Utah,All 4-year Institutions,2,"193,936","198,725","203,873","211,900","228,040","230,961","223,731","227,205","237,278","240,340","257,832","260,810","276,153","278,906","297,336","300,106","325,626","328,182","346,881","349,359","346,881","349,359"
Utah,All 2-year Institutions,3,"40,849","49,447","39,872","49,122","32,188","34,083","34,039","35,187","32,254","33,128","31,503","31,871","32,020","32,412","31,665","32,155","31,152","31,632","31,511","32,020","31,511","32,020"
Utah,All Public Institutions,4,"171,735","178,599","171,792","179,208","171,001","171,001","168,311","168,311","167,716","167,716","171,225","171,225","175,308","175,308","180,034","180,034","183,949","183,949","189,351","189,351","189,351","189,351"
Utah,"All Private, not-for-profit Institutions",5,"61,310","61,310","70,416","70,416","81,270","81,270","88,222","88,379","100,681","100,898","117,081","117,317","131,568","131,809","147,622","147,869","171,607","171,869","186,650","186,867","186,650","186,867"
Utah,"All Private, for-profit Institutions",6,"1,740","8,263","1,537","11,398","7,957","12,773","1,237","5,702","1,135","4,854","1,029","4,139","1,297","4,201","1,345","4,358","1,222","3,996","2,391","5,161","2,391","5,161"
Utah,"Public, 4-year",7,"132,695","132,695","133,907","133,907","141,004","141,004","136,308","136,308","137,468","137,468","141,875","141,875","145,407","145,407","150,414","150,414","154,793","154,793","159,834","159,834","159,834","159,834"
Utah,"Private, not-for-profit, 4-year",8,"59,501","59,501","68,429","68,429","79,079","79,079","86,186","86,343","98,675","98,892","114,928","115,164","129,449","129,690","145,577","145,824","169,611","169,873","184,656","184,873","184,656","184,873"
Utah,"Private, for-profit, 4-year",9,"1,740","6,529","1,537","9,564","7,957","10,878","1,237","4,554","1,135","3,980","1,029","3,771","1,297","3,809","1,345","3,868","1,222","3,516","2,391","4,652","2,391","4,652"
Utah,"Public, 2-year",10,"39,040","45,904","37,885","45,301","29,997","29,997","32,003","32,003","30,248","30,248","29,350","29,350","29,901","29,901","29,620","29,620","29,156","29,156","29,517","29,517","29,517","29,517"
Utah,"Private, not-for-profit, 2-year",11,"1,809","1,809","1,987","1,987","2,191","2,191","2,036","2,036","2,006","2,006","2,153","2,153","2,119","2,119","2,045","2,045","1,996","1,996","1,994","1,994","1,994","1,994"
Utah,"Private, for-profit, 2-year",12,0,"1,734",0,"1,834",0,"1,895",0,"1,148",0,874,0,368,0,392,0,490,0,480,0,509,0,509
Vermont,Overall,1,"45,411","46,324","45,076","45,918","45,153","45,483","43,906","44,265","44,354","44,694","44,327","44,596","45,359","45,505","43,308","44,609","42,169","43,584","41,526","41,874","41,526","41,874"
Vermont,All 4-year Institutions,2,"38,186","39,099","38,010","38,852","38,842","39,172","37,706","38,065","38,335","38,675","38,344","38,613","39,496","39,642","37,804","39,105","36,791","38,206","36,422","36,770","36,422","36,770"
Vermont,All 2-year Institutions,3,"7,225","7,225","7,066","7,066","6,311","6,311","6,200","6,200","6,019","6,019","5,983","5,983","5,863","5,863","5,504","5,504","5,378","5,378","5,104","5,104","5,104","5,104"
Vermont,All Public Institutions,4,"27,524","27,524","27,132","27,132","26,501","26,501","25,852","25,852","25,643","25,643","25,383","25,383","25,736","25,736","24,153","25,300","25,197","25,197","25,131","25,131","25,131","25,131"
Vermont,"All Private, not-for-profit Institutions",5,"17,887","18,185","17,944","18,229","18,135","18,465","17,592","17,951","18,289","18,629","18,565","18,834","19,323","19,469","19,011","19,165","16,899","18,314","16,337","16,685","16,337","16,685"
Vermont,"All Private, for-profit Institutions",6,0,615,0,557,517,517,462,462,422,422,379,379,300,300,144,144,73,73,58,58,58,58
Vermont,"Public, 4-year",7,"20,786","20,786","20,554","20,554","20,190","20,190","19,652","19,652","19,624","19,624","19,400","19,400","19,873","19,873","18,649","19,796","19,819","19,819","20,027","20,027","20,027","20,027"
Vermont,"Private, not-for-profit, 4-year",8,"17,400","17,698","17,456","17,741","18,135","18,465","17,592","17,951","18,289","18,629","18,565","18,834","19,323","19,469","19,011","19,165","16,899","18,314","16,337","16,685","16,337","16,685"
Vermont,"Private, for-profit, 4-year",9,0,615,0,557,517,517,462,462,422,422,379,379,300,300,144,144,73,73,58,58,58,58
Vermont,"Public, 2-year",10,"6,738","6,738","6,578","6,578","6,311","6,311","6,200","6,200","6,019","6,019","5,983","5,983","5,863","5,863","5,504","5,504","5,378","5,378","5,104","5,104","5,104","5,104"
Vermont,"Private, not-for-profit, 2-year",11,487,487,488,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vermont,"Private, for-profit, 2-year",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia,Overall,1,"530,190","554,364","543,208","568,138","546,301","571,105","547,282","567,653","547,091","563,445","542,630","557,277","531,129","547,967","529,904","545,240","530,034","543,925","535,089","548,906","535,089","548,906"
Virginia,All 4-year Institutions,2,"332,015","347,546","341,158","359,132","349,204","367,682","353,863","368,763","359,674","370,542","361,581","371,320","356,346","369,728","359,569","372,033","364,904","376,263","373,720","384,478","373,720","384,478"
Virginia,All 2-year Institutions,3,"198,175","206,818","202,050","209,006","197,097","203,423","193,419","198,890","187,417","192,903","181,049","185,957","174,783","178,239","170,335","173,207","165,130","167,662","161,369","164,428","161,369","164,428"
Virginia,All Public Institutions,4,"409,004","409,004","413,761","413,761","409,753","409,753","405,915","405,915","399,359","399,359","394,210","394,210","389,446","389,446","389,249","389,249","384,879","384,879","384,393","384,393","384,393","384,393"
Virginia,"All Private, not-for-profit Institutions",5,"104,275","110,720","111,850","118,271","121,908","128,309","125,791","130,794","130,043","134,599","130,932","135,038","127,523","132,860","127,073","132,988","130,396","137,115","136,593","142,124","136,593","142,124"
Virginia,"All Private, for-profit Institutions",6,"16,911","34,640","17,597","36,106","14,640","33,043","15,576","30,944","17,689","29,487","17,488","28,029","14,160","25,661","13,582","23,003","14,759","21,931","14,103","22,389","14,103","22,389"
Virginia,"Public, 4-year",7,"212,000","212,000","214,906","214,906","215,326","215,326","215,370","215,370","214,391","214,391","215,068","215,068","216,171","216,171","219,880","219,880","220,817","220,817","223,945","223,945","223,945","223,945"
Virginia,"Private, not-for-profit, 4-year",8,"104,275","110,720","111,850","118,271","121,908","127,983","125,791","130,345","130,043","134,178","130,217","134,115","127,011","132,113","126,737","132,410","130,068","136,722","136,288","141,752","136,288","141,752"
Virginia,"Private, for-profit, 4-year",9,"15,740","24,826","14,402","25,955","11,970","24,373","12,702","23,048","15,240","21,973","16,296","22,137","13,164","21,444","12,952","19,743","14,019","18,724","13,487","18,781","13,487","18,781"
Virginia,"Public, 2-year",10,"197,004","197,004","198,855","198,855","194,427","194,427","190,545","190,545","184,968","184,968","179,142","179,142","173,275","173,275","169,369","169,369","164,062","164,062","160,448","160,448","160,448","160,448"
Virginia,"Private, not-for-profit, 2-year",11,0,0,0,0,0,326,0,449,0,421,715,923,512,747,336,578,328,393,305,372,305,372
Virginia,"Private, for-profit, 2-year",12,"1,171","9,814","3,195","10,151","2,670","8,670","2,874","7,896","2,449","7,514","1,192","5,892",996,"4,217",630,"3,260",740,"3,207",616,"3,608",616,"3,608"
Washington,Overall,1,"372,158","384,970","359,694","370,309","353,295","362,674","352,376","360,256","354,320","361,993","356,240","363,338","357,519","364,955","359,719","366,783","360,805","366,041","356,499","361,945","356,499","361,945"
Washington,All 4-year Institutions,2,"210,857","218,433","209,430","217,066","212,115","219,461","220,496","226,275","250,743","256,480","270,090","275,629","294,577","300,463","322,857","328,057","327,363","331,596","325,636","329,749","325,636","329,749"
Washington,All 2-year Institutions,3,"161,301","166,537","150,264","153,243","141,180","143,213","131,880","133,981","103,577","105,513","86,150","87,709","62,942","64,492","36,862","38,726","33,442","34,445","30,863","32,196","30,863","32,196"
Washington,All Public Institutions,4,"330,248","330,874","316,365","317,066","310,798","311,497","310,192","310,192","312,523","312,523","314,506","314,506","315,356","315,356","318,336","318,336","319,377","319,377","315,652","315,652","315,652","315,652"
Washington,"All Private, not-for-profit Institutions",5,"40,112","42,681","39,840","42,602","39,472","42,275","39,589","42,338","39,372","42,360","40,895","43,941","42,163","43,135","41,383","42,247","41,428","41,662","40,847","41,116","40,847","41,116"
Washington,"All Private, for-profit Institutions",6,"1,798","11,415","3,489","10,641","3,025","8,902","2,595","7,726","2,425","7,110",839,"4,891",0,"6,464",0,"6,200",0,"5,002",0,"5,177",0,"5,177"
Washington,"Public, 4-year",7,"168,947","169,573","168,077","168,778","171,487","172,186","179,895","179,895","210,383","210,383","230,054","230,054","253,984","253,984","282,316","282,316","286,838","286,838","285,743","285,743","285,743","285,743"
Washington,"Private, not-for-profit, 4-year",8,"40,112","42,650","39,840","42,558","39,472","42,242","39,589","42,286","39,372","42,299","39,197","42,181","40,593","41,526","40,541","40,859","40,525","40,721","39,893","40,123","39,893","40,123"
Washington,"Private, for-profit, 4-year",9,"1,798","6,210","1,513","5,730","1,156","5,033","1,012","4,094",988,"3,798",839,"3,394",0,"4,953",0,"4,882",0,"4,037",0,"3,883",0,"3,883"
Washington,"Public, 2-year",10,"161,301","161,301","148,288","148,288","139,311","139,311","130,297","130,297","102,140","102,140","84,452","84,452","61,372","61,372","36,020","36,020","32,539","32,539","29,909","29,909","29,909","29,909"
Washington,"Private, not-for-profit, 2-year",11,0,31,0,44,0,33,0,52,0,61,"1,698","1,760","1,570","1,609",842,"1,388",903,941,954,993,954,993
Washington,"Private, for-profit, 2-year",12,0,"5,205","1,976","4,911","1,869","3,869","1,583","3,632","1,437","3,312",0,"1,497",0,"1,511",0,"1,318",0,965,0,"1,294",0,"1,294"
West_Virginia,Overall,1,"98,019","151,815","97,558","161,653","95,352","161,611","149,247","157,481","148,957","156,644","145,565","150,380","140,432","146,169","136,759","142,794","134,055","139,882","133,024","138,890","133,024","138,890"
West_Virginia,All 4-year Institutions,2,"79,187","126,447","78,627","136,629","77,919","138,501","132,648","134,848","133,353","135,475","127,359","129,620","123,024","125,735","120,298","123,317","117,741","121,083","116,493","119,582","116,493","119,582"
West_Virginia,All 2-year Institutions,3,"18,832","25,368","18,931","25,024","17,433","23,110","16,599","22,633","15,604","21,169","18,206","20,760","17,408","20,434","16,461","19,477","16,314","18,799","16,531","19,308","16,531","19,308"
West_Virginia,All Public Institutions,4,"91,410","96,104","91,087","95,634","88,452","93,017","86,085","90,782","83,510","87,842","85,287","86,342","84,016","85,104","82,800","83,895","80,594","81,605","80,809","81,795","80,809","81,795"
West_Virginia,"All Private, not-for-profit Institutions",5,"6,609","12,952","6,471","12,015","6,900","7,680","7,740","8,505","7,908","8,679","7,917","8,665","7,793","8,809","7,539","8,583","7,373","8,368","6,966","7,739","6,966","7,739"
West_Virginia,"All Private, for-profit Institutions",6,0,"42,759",0,"54,004",0,"60,914","55,422","58,194","57,539","60,123","52,361","55,373","48,623","52,256","46,420","50,316","46,088","49,909","45,249","49,356","45,249","49,356"
West_Virginia,"Public, 4-year",7,"72,578","73,371","72,156","72,965","71,019","71,856","69,486","70,303","67,906","68,721","67,081","67,913","66,608","67,455","66,339","67,188","64,280","65,121","64,278","65,087","64,278","65,087"
West_Virginia,"Private, not-for-profit, 4-year",8,"6,609","12,952","6,471","12,015","6,900","7,680","7,740","8,505","7,908","8,679","7,917","8,665","7,793","8,809","7,539","8,583","7,373","8,368","6,966","7,739","6,966","7,739"
West_Virginia,"Private, for-profit, 4-year",9,0,"40,124",0,"51,649",0,"58,965","55,422","56,040","57,539","58,075","52,361","53,042","48,623","49,471","46,420","47,546","46,088","47,594","45,249","46,756","45,249","46,756"
West_Virginia,"Public, 2-year",10,"18,832","22,733","18,931","22,669","17,433","21,161","16,599","20,479","15,604","19,121","18,206","18,429","17,408","17,649","16,461","16,707","16,314","16,484","16,531","16,708","16,531","16,708"
West_Virginia,"Private, not-for-profit, 2-year",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West_Virginia,"Private, for-profit, 2-year",12,0,"2,635",0,"2,355",0,"1,949",0,"2,154",0,"2,048",0,"2,331",0,"2,785",0,"2,770",0,"2,315",0,"2,600",0,"2,600"
Wisconsin,Overall,1,"362,540","375,284","364,122","371,437","359,248","364,029","354,623","359,040","351,363","355,389","347,767","349,745","341,755","343,411","340,984","342,585","337,051","338,455","333,552","335,148","333,552","335,148"
